id_data_diri,id_user,nama,nik,jenis_kelamin,tanggal_lahir,id_lokasi,created_at,updated_at
1481,1481,Andi Wibowo,3302031902091481,LAKI_LAKI,2009-02-19,179,2026-05-08 01:53:33,2026-05-08 01:53:33
1482,1482,Tri Nugroho,3302037101081482,PEREMPUAN,2008-01-31,214,2026-05-08 01:53:33,2026-05-08 01:53:33
1483,1483,Joko Wati,3302032001171483,LAKI_LAKI,2017-01-20,246,2026-05-08 01:53:33,2026-05-08 01:53:33
1484,1484,Hendra Wati,3302032305801484,LAKI_LAKI,1980-05-23,196,2026-05-08 01:53:33,2026-05-08 01:53:33
1485,1485,Dimas Setiawan,3302030905171485,LAKI_LAKI,2017-05-09,142,2026-05-08 01:53:33,2026-05-08 01:53:33
1486,1486,Kartika Permadi,3302036004911486,PEREMPUAN,1991-04-20,243,2026-05-08 01:53:33,2026-05-08 01:53:33
1487,1487,Budi Setiawan,3302032207061487,LAKI_LAKI,2006-07-22,114,2026-05-08 01:53:33,2026-05-08 01:53:33
1488,1488,Dewi Wibowo,3302035902811488,PEREMPUAN,1981-02-19,225,2026-05-08 01:53:33,2026-05-08 01:53:33
1489,1489,Siti Maulana,3302034507101489,PEREMPUAN,2010-07-05,67,2026-05-08 01:53:33,2026-05-08 01:53:33
1490,1490,Rahayu Saputra,3302036208201490,PEREMPUAN,2020-08-22,129,2026-05-08 01:53:33,2026-05-08 01:53:33
1491,1491,Anisa Prasetyo,3302034307211491,PEREMPUAN,2021-07-03,237,2026-05-08 01:53:33,2026-05-08 01:53:33
1492,1492,Rahayu Hidayat,3302036411921492,PEREMPUAN,1992-11-24,158,2026-05-08 01:53:33,2026-05-08 01:53:33
1493,1493,Maya Wati,3302035905211493,PEREMPUAN,2021-05-19,196,2026-05-08 01:53:33,2026-05-08 01:53:33
1494,1494,Ningsih Wati,3302035601781494,PEREMPUAN,1978-01-16,92,2026-05-08 01:53:33,2026-05-08 01:53:33
1495,1495,Maya Ramadhan,3302036012211495,PEREMPUAN,2021-12-20,118,2026-05-08 01:53:33,2026-05-08 01:53:33
1496,1496,Andi Wibowo,3302032208991496,LAKI_LAKI,1999-08-22,130,2026-05-08 01:53:33,2026-05-08 01:53:33
1497,1497,Bayu Ramadhan,3302032411141497,LAKI_LAKI,2014-11-24,213,2026-05-08 01:53:33,2026-05-08 01:53:33
1498,1498,Rizky Wibowo,3302031709851498,LAKI_LAKI,1985-09-17,102,2026-05-08 01:53:33,2026-05-08 01:53:33
1499,1499,Fajar Suryanto,3302033105961499,LAKI_LAKI,1996-05-31,158,2026-05-08 01:53:33,2026-05-08 01:53:33
1500,1500,Galih Prasetyo,3302030308061500,LAKI_LAKI,2006-08-03,197,2026-05-08 01:53:33,2026-05-08 01:53:33
1501,1501,Maya Wibowo,3302036811831501,PEREMPUAN,1983-11-28,172,2026-05-08 01:53:33,2026-05-08 01:53:33
1502,1502,Retno Hidayat,3302036709721502,PEREMPUAN,1972-09-27,246,2026-05-08 01:53:33,2026-05-08 01:53:33
1503,1503,Teguh Kurniawan,3302030710971503,LAKI_LAKI,1997-10-07,188,2026-05-08 01:53:33,2026-05-08 01:53:33
1504,1504,Galih Handayani,3302032503991504,LAKI_LAKI,1999-03-25,221,2026-05-08 01:53:33,2026-05-08 01:53:33
1505,1505,Fajar Permadi,3302030209161505,LAKI_LAKI,2016-09-02,248,2026-05-08 01:53:33,2026-05-08 01:53:33
1506,1506,Ahmad Handayani,3302031807951506,LAKI_LAKI,1995-07-18,159,2026-05-08 01:53:33,2026-05-08 01:53:33
1507,1507,Andi Maulana,3302031310821507,LAKI_LAKI,1982-10-13,166,2026-05-08 01:53:33,2026-05-08 01:53:33
1508,1508,Tri Nugroho,3302034809721508,PEREMPUAN,1972-09-08,158,2026-05-08 01:53:33,2026-05-08 01:53:33
1509,1509,Fitri Suryanto,3302034711181509,PEREMPUAN,2018-11-07,224,2026-05-08 01:53:33,2026-05-08 01:53:33
1510,1510,Tri Purnomo,3302036205781510,PEREMPUAN,1978-05-22,201,2026-05-08 01:53:33,2026-05-08 01:53:33
1511,1511,Ratna Saputra,3302034412001511,PEREMPUAN,2000-12-04,110,2026-05-08 01:53:33,2026-05-08 01:53:33
1512,1512,Rangga Suryanto,3302032605201512,LAKI_LAKI,2020-05-26,80,2026-05-08 01:53:33,2026-05-08 01:53:33
1513,1513,Prasetyo Lestari,3302032701871513,LAKI_LAKI,1987-01-27,201,2026-05-08 01:53:33,2026-05-08 01:53:33
1514,1514,Putri Setiawan,3302035310801514,PEREMPUAN,1980-10-13,123,2026-05-08 01:53:33,2026-05-08 01:53:33
1515,1515,Fitri Kurniawan,3302037007181515,PEREMPUAN,2018-07-30,205,2026-05-08 01:53:33,2026-05-08 01:53:33
1516,1516,Putri Santoso,3302034109151516,PEREMPUAN,2015-09-01,62,2026-05-08 01:53:33,2026-05-08 01:53:33
1517,1517,Hendra Prasetyo,3302030212121517,LAKI_LAKI,2012-12-02,56,2026-05-08 01:53:33,2026-05-08 01:53:33
1518,1518,Maya Purnomo,3302035211231518,PEREMPUAN,2023-11-12,71,2026-05-08 01:53:33,2026-05-08 01:53:33
1519,1519,Bagus Cahyono,3302032306801519,LAKI_LAKI,1980-06-23,106,2026-05-08 01:53:33,2026-05-08 01:53:33
1520,1520,Rizky Maulana,3302031504771520,LAKI_LAKI,1977-04-15,140,2026-05-08 01:53:33,2026-05-08 01:53:33
1521,1521,Dwi Purnomo,3302032004741521,LAKI_LAKI,1974-04-20,190,2026-05-08 01:53:33,2026-05-08 01:53:33
1522,1522,Joko Saputra,3302032911241522,LAKI_LAKI,2024-11-29,130,2026-05-08 01:53:33,2026-05-08 01:53:33
1523,1523,Budi Wijaya,3302030111981523,LAKI_LAKI,1998-11-01,159,2026-05-08 01:53:33,2026-05-08 01:53:33
1524,1524,Rizky Ramadhan,3302032410161524,LAKI_LAKI,2016-10-24,168,2026-05-08 01:53:33,2026-05-08 01:53:33
1525,1525,Dewi Handayani,3302036111821525,PEREMPUAN,1982-11-21,111,2026-05-08 01:53:33,2026-05-08 01:53:33
1526,1526,Siti Susanto,3302036703941526,PEREMPUAN,1994-03-27,167,2026-05-08 01:53:33,2026-05-08 01:53:33
1527,1527,Wulan Purnomo,3302036209231527,PEREMPUAN,2023-09-22,96,2026-05-08 01:53:33,2026-05-08 01:53:33
1528,1528,Fajar Purnomo,3302031404101528,LAKI_LAKI,2010-04-14,250,2026-05-08 01:53:33,2026-05-08 01:53:33
1529,1529,Intan Nugroho,3302037108811529,PEREMPUAN,1981-08-31,143,2026-05-08 01:53:33,2026-05-08 01:53:33
1530,1530,Dwi Susanto,3302030111191530,LAKI_LAKI,2019-11-01,240,2026-05-08 01:53:33,2026-05-08 01:53:33
1531,1531,Dewi Hidayat,3302036906041531,PEREMPUAN,2004-06-29,199,2026-05-08 01:53:33,2026-05-08 01:53:33
1532,1532,Ahmad Purnomo,3302032308931532,LAKI_LAKI,1993-08-23,189,2026-05-08 01:53:33,2026-05-08 01:53:33
1533,1533,Nur Setiawan,3302035001761533,PEREMPUAN,1976-01-10,106,2026-05-08 01:53:33,2026-05-08 01:53:33
1534,1534,Sri Nugroho,3302036810901534,PEREMPUAN,1990-10-28,135,2026-05-08 01:53:33,2026-05-08 01:53:33
1535,1535,Nur Handayani,3302035305851535,PEREMPUAN,1985-05-13,157,2026-05-08 01:53:33,2026-05-08 01:53:33
1536,1536,Teguh Saputra,3302033011111536,LAKI_LAKI,2011-11-30,173,2026-05-08 01:53:33,2026-05-08 01:53:33
1537,1537,Agus Wibowo,3302032005881537,LAKI_LAKI,1988-05-20,75,2026-05-08 01:53:33,2026-05-08 01:53:33
1538,1538,Bagus Wibowo,3302031601701538,LAKI_LAKI,1970-01-16,111,2026-05-08 01:53:33,2026-05-08 01:53:33
1539,1539,Ningsih Lestari,3302034805911539,PEREMPUAN,1991-05-08,88,2026-05-08 01:53:33,2026-05-08 01:53:33
1540,1540,Tri Ramadhan,3302036306141540,PEREMPUAN,2014-06-23,143,2026-05-08 01:53:33,2026-05-08 01:53:33
1541,1541,Nur Setiawan,3302035711801541,PEREMPUAN,1980-11-17,169,2026-05-08 01:53:33,2026-05-08 01:53:33
1542,1542,Bayu Wati,3302032911181542,LAKI_LAKI,2018-11-29,122,2026-05-08 01:53:33,2026-05-08 01:53:33
1543,1543,Andi Lestari,3302031802851543,LAKI_LAKI,1985-02-18,67,2026-05-08 01:53:33,2026-05-08 01:53:33
1544,1544,Bayu Cahyono,3302032806051544,LAKI_LAKI,2005-06-28,66,2026-05-08 01:53:33,2026-05-08 01:53:33
1545,1545,Joko Wati,3302030609081545,LAKI_LAKI,2008-09-06,68,2026-05-08 01:53:33,2026-05-08 01:53:33
1546,1546,Rizky Utami,3302031207101546,LAKI_LAKI,2010-07-12,81,2026-05-08 01:53:33,2026-05-08 01:53:33
1547,1547,Tri Wibowo,3302035503121547,PEREMPUAN,2012-03-15,91,2026-05-08 01:53:33,2026-05-08 01:53:33
1548,1548,Ningsih Hidayat,3302036910141548,PEREMPUAN,2014-10-29,102,2026-05-08 01:53:33,2026-05-08 01:53:33
1549,1549,Agus Saputra,3302030504711549,LAKI_LAKI,1971-04-05,180,2026-05-08 01:53:33,2026-05-08 01:53:33
1550,1550,Rizky Utami,3302030803791550,LAKI_LAKI,1979-03-08,187,2026-05-08 01:53:33,2026-05-08 01:53:33
1551,1551,Rahayu Permadi,3302036505851551,PEREMPUAN,1985-05-25,142,2026-05-08 01:53:33,2026-05-08 01:53:33
1552,1552,Retno Kurniawan,3302037005241552,PEREMPUAN,2024-05-30,249,2026-05-08 01:53:33,2026-05-08 01:53:33
1553,1553,Tri Kurniawan,3302035310901553,PEREMPUAN,1990-10-13,84,2026-05-08 01:53:33,2026-05-08 01:53:33
1554,1554,Yoga Suryanto,3302030510181554,LAKI_LAKI,2018-10-05,62,2026-05-08 01:53:33,2026-05-08 01:53:33
1555,1555,Rahayu Wijaya,3302035507901555,PEREMPUAN,1990-07-15,244,2026-05-08 01:53:33,2026-05-08 01:53:33
1556,1556,Andi Permadi,3302031903141556,LAKI_LAKI,2014-03-19,239,2026-05-08 01:53:33,2026-05-08 01:53:33
1557,1557,Rina Wijaya,3302035902061557,PEREMPUAN,2006-02-19,177,2026-05-08 01:53:33,2026-05-08 01:53:33
1558,1558,Rangga Kurniawan,3302031502061558,LAKI_LAKI,2006-02-15,158,2026-05-08 01:53:33,2026-05-08 01:53:33
1559,1559,Arif Prasetyo,3302032205711559,LAKI_LAKI,1971-05-22,151,2026-05-08 01:53:33,2026-05-08 01:53:33
1560,1560,Agus Hidayat,3302032707771560,LAKI_LAKI,1977-07-27,112,2026-05-08 01:53:33,2026-05-08 01:53:33
1561,1561,Anisa Saputra,3302034206991561,PEREMPUAN,1999-06-02,155,2026-05-08 01:53:33,2026-05-08 01:53:33
1562,1562,Lestari Permadi,3302034205711562,PEREMPUAN,1971-05-02,169,2026-05-08 01:53:33,2026-05-08 01:53:33
1563,1563,Bagus Ramadhan,3302030710931563,LAKI_LAKI,1993-10-07,93,2026-05-08 01:53:33,2026-05-08 01:53:33
1564,1564,Agus Saputra,3302032711161564,LAKI_LAKI,2016-11-27,201,2026-05-08 01:53:33,2026-05-08 01:53:33
1565,1565,Andi Purnomo,3302031605991565,LAKI_LAKI,1999-05-16,171,2026-05-08 01:53:33,2026-05-08 01:53:33
1566,1566,Andi Permadi,3302030801201566,LAKI_LAKI,2020-01-08,229,2026-05-08 01:53:33,2026-05-08 01:53:33
1567,1567,Ratna Maulana,3302034702911567,PEREMPUAN,1991-02-07,210,2026-05-08 01:53:33,2026-05-08 01:53:33
1568,1568,Siti Hidayat,3302035901191568,PEREMPUAN,2019-01-19,87,2026-05-08 01:53:33,2026-05-08 01:53:33
1569,1569,Budi Maulana,3302030809991569,LAKI_LAKI,1999-09-08,232,2026-05-08 01:53:33,2026-05-08 01:53:33
1570,1570,Wahyu Maulana,3302032608181570,LAKI_LAKI,2018-08-26,238,2026-05-08 01:53:33,2026-05-08 01:53:33
1571,1571,Wulan Nugroho,3302034907151571,PEREMPUAN,2015-07-09,131,2026-05-08 01:53:33,2026-05-08 01:53:33
1572,1572,Ningsih Permadi,3302035309241572,PEREMPUAN,2024-09-13,216,2026-05-08 01:53:33,2026-05-08 01:53:33
1573,1573,Bayu Handayani,3302031507771573,LAKI_LAKI,1977-07-15,170,2026-05-08 01:53:33,2026-05-08 01:53:33
1574,1574,Retno Saputra,3302035903731574,PEREMPUAN,1973-03-19,146,2026-05-08 01:53:33,2026-05-08 01:53:33
1575,1575,Teguh Purnomo,3302030902911575,LAKI_LAKI,1991-02-09,169,2026-05-08 01:53:33,2026-05-08 01:53:33
1576,1576,Nur Permadi,3302034611121576,PEREMPUAN,2012-11-06,223,2026-05-08 01:53:33,2026-05-08 01:53:33
1577,1577,Galih Wijaya,3302030905721577,LAKI_LAKI,1972-05-09,125,2026-05-08 01:53:33,2026-05-08 01:53:33
1578,1578,Intan Saputra,3302037012761578,PEREMPUAN,1976-12-30,239,2026-05-08 01:53:33,2026-05-08 01:53:33
1579,1579,Intan Permadi,3302036605141579,PEREMPUAN,2014-05-26,181,2026-05-08 01:53:33,2026-05-08 01:53:33
1580,1580,Fitri Maulana,3302035608181580,PEREMPUAN,2018-08-16,202,2026-05-08 01:53:33,2026-05-08 01:53:33
1581,1581,Kartika Nugroho,3302035905151581,PEREMPUAN,2015-05-19,88,2026-05-08 01:53:33,2026-05-08 01:53:33
1582,1582,Rahayu Setiawan,3302036104161582,PEREMPUAN,2016-04-21,181,2026-05-08 01:53:33,2026-05-08 01:53:33
1583,1583,Yoga Cahyono,3302032809171583,LAKI_LAKI,2017-09-28,55,2026-05-08 01:53:33,2026-05-08 01:53:33
1584,1584,Ayu Handayani,3302035609861584,PEREMPUAN,1986-09-16,68,2026-05-08 01:53:33,2026-05-08 01:53:33
1585,1585,Indah Purnomo,3302034609721585,PEREMPUAN,1972-09-06,152,2026-05-08 01:53:33,2026-05-08 01:53:33
1586,1586,Rahayu Santoso,3302036012101586,PEREMPUAN,2010-12-20,62,2026-05-08 01:53:33,2026-05-08 01:53:33
1587,1587,Joko Permadi,3302032401851587,LAKI_LAKI,1985-01-24,100,2026-05-08 01:53:33,2026-05-08 01:53:33
1588,1588,Putri Utami,3302034808031588,PEREMPUAN,2003-08-08,101,2026-05-08 01:53:33,2026-05-08 01:53:33
1589,1589,Rahayu Purnomo,3302034105111589,PEREMPUAN,2011-05-01,105,2026-05-08 01:53:33,2026-05-08 01:53:33
1590,1590,Galih Wati,3302030209011590,LAKI_LAKI,2001-09-02,102,2026-05-08 01:53:33,2026-05-08 01:53:33
1591,1591,Teguh Ramadhan,3302031012811591,LAKI_LAKI,1981-12-10,123,2026-05-08 01:53:33,2026-05-08 01:53:33
1592,1592,Nur Permadi,3302034712891592,PEREMPUAN,1989-12-07,201,2026-05-08 01:53:33,2026-05-08 01:53:33
1593,1593,Bagus Hidayat,3302030907001593,LAKI_LAKI,2000-07-09,121,2026-05-08 01:53:33,2026-05-08 01:53:33
1594,1594,Agus Permadi,3302030106991594,LAKI_LAKI,1999-06-01,249,2026-05-08 01:53:33,2026-05-08 01:53:33
1595,1595,Anisa Lestari,3302035105131595,PEREMPUAN,2013-05-11,154,2026-05-08 01:53:33,2026-05-08 01:53:33
1596,1596,Agus Purnomo,3302031708211596,LAKI_LAKI,2021-08-17,205,2026-05-08 01:53:33,2026-05-08 01:53:33
1597,1597,Yoga Cahyono,3302031012891597,LAKI_LAKI,1989-12-10,210,2026-05-08 01:53:33,2026-05-08 01:53:33
1598,1598,Ayu Cahyono,3302034403791598,PEREMPUAN,1979-03-04,82,2026-05-08 01:53:33,2026-05-08 01:53:33
1599,1599,Indah Prasetyo,3302035502031599,PEREMPUAN,2003-02-15,220,2026-05-08 01:53:33,2026-05-08 01:53:33
1600,1600,Putri Purnomo,3302036207161600,PEREMPUAN,2016-07-22,198,2026-05-08 01:53:33,2026-05-08 01:53:33
1601,1601,Intan Lestari,3302036805711601,PEREMPUAN,1971-05-28,248,2026-05-08 01:53:33,2026-05-08 01:53:33
1602,1602,Putri Kurniawan,3302035110951602,PEREMPUAN,1995-10-11,56,2026-05-08 01:53:33,2026-05-08 01:53:33
1603,1603,Galih Wibowo,3302030507971603,LAKI_LAKI,1997-07-05,227,2026-05-08 01:53:33,2026-05-08 01:53:33
1604,1604,Rangga Maulana,3302032702801604,LAKI_LAKI,1980-02-27,178,2026-05-08 01:53:33,2026-05-08 01:53:33
1605,1605,Rizky Cahyono,3302031703741605,LAKI_LAKI,1974-03-17,235,2026-05-08 01:53:33,2026-05-08 01:53:33
1606,1606,Ayu Utami,3302035903221606,PEREMPUAN,2022-03-19,64,2026-05-08 01:53:33,2026-05-08 01:53:33
1607,1607,Rizky Purnomo,3302030409021607,LAKI_LAKI,2002-09-04,133,2026-05-08 01:53:33,2026-05-08 01:53:33
1608,1608,Bayu Wijaya,3302030703991608,LAKI_LAKI,1999-03-07,82,2026-05-08 01:53:33,2026-05-08 01:53:33
1609,1609,Nur Wibowo,3302036905991609,PEREMPUAN,1999-05-29,110,2026-05-08 01:53:33,2026-05-08 01:53:33
1610,1610,Galih Setiawan,3302030511021610,LAKI_LAKI,2002-11-05,162,2026-05-08 01:53:33,2026-05-08 01:53:33
1611,1611,Rina Kurniawan,3302036101171611,PEREMPUAN,2017-01-21,164,2026-05-08 01:53:33,2026-05-08 01:53:33
1612,1612,Dewi Prasetyo,3302036006981612,PEREMPUAN,1998-06-20,213,2026-05-08 01:53:33,2026-05-08 01:53:33
1613,1613,Rina Wati,3302034606831613,PEREMPUAN,1983-06-06,77,2026-05-08 01:53:33,2026-05-08 01:53:33
1614,1614,Agus Wijaya,3302033009011614,LAKI_LAKI,2001-09-30,153,2026-05-08 01:53:33,2026-05-08 01:53:33
1615,1615,Prasetyo Susanto,3302030102231615,LAKI_LAKI,2023-02-01,198,2026-05-08 01:53:33,2026-05-08 01:53:33
1616,1616,Fajar Susanto,3302031304241616,LAKI_LAKI,2024-04-13,56,2026-05-08 01:53:33,2026-05-08 01:53:33
1617,1617,Fitri Kurniawan,3302036105021617,PEREMPUAN,2002-05-21,186,2026-05-08 01:53:33,2026-05-08 01:53:33
1618,1618,Anisa Nugroho,3302037101061618,PEREMPUAN,2006-01-31,139,2026-05-08 01:53:33,2026-05-08 01:53:33
1619,1619,Dewi Lestari,3302034105071619,PEREMPUAN,2007-05-01,204,2026-05-08 01:53:33,2026-05-08 01:53:33
1620,1620,Tri Wijaya,3302034905101620,PEREMPUAN,2010-05-09,126,2026-05-08 01:53:33,2026-05-08 01:53:33
1621,1621,Fitri Susanto,3302035301851621,PEREMPUAN,1985-01-13,235,2026-05-08 01:53:33,2026-05-08 01:53:33
1622,1622,Lestari Utami,3302035010151622,PEREMPUAN,2015-10-10,193,2026-05-08 01:53:33,2026-05-08 01:53:33
1623,1623,Ratna Handayani,3302035310221623,PEREMPUAN,2022-10-13,136,2026-05-08 01:53:33,2026-05-08 01:53:33
1624,1624,Ningsih Nugroho,3302035312851624,PEREMPUAN,1985-12-13,132,2026-05-08 01:53:33,2026-05-08 01:53:33
1625,1625,Wahyu Lestari,3302031206771625,LAKI_LAKI,1977-06-12,61,2026-05-08 01:53:33,2026-05-08 01:53:33
1626,1626,Budi Santoso,3302032507701626,LAKI_LAKI,1970-07-25,94,2026-05-08 01:53:33,2026-05-08 01:53:33
1627,1627,Ayu Ramadhan,3302034306031627,PEREMPUAN,2003-06-03,220,2026-05-08 01:53:33,2026-05-08 01:53:33
1628,1628,Hendra Nugroho,3302031107761628,LAKI_LAKI,1976-07-11,219,2026-05-08 01:53:33,2026-05-08 01:53:33
1629,1629,Yoga Saputra,3302033103991629,LAKI_LAKI,1999-03-31,108,2026-05-08 01:53:33,2026-05-08 01:53:33
1630,1630,Yoga Susanto,3302032501991630,LAKI_LAKI,1999-01-25,63,2026-05-08 01:53:33,2026-05-08 01:53:33
1631,1631,Teguh Hidayat,3302031003081631,LAKI_LAKI,2008-03-10,229,2026-05-08 01:53:33,2026-05-08 01:53:33
1632,1632,Bayu Wati,3302032206951632,LAKI_LAKI,1995-06-22,188,2026-05-08 01:53:33,2026-05-08 01:53:33
1633,1633,Rahayu Maulana,3302035208041633,PEREMPUAN,2004-08-12,238,2026-05-08 01:53:33,2026-05-08 01:53:33
1634,1634,Kartika Kurniawan,3302034412821634,PEREMPUAN,1982-12-04,163,2026-05-08 01:53:33,2026-05-08 01:53:33
1635,1635,Wulan Suryanto,3302036707091635,PEREMPUAN,2009-07-27,93,2026-05-08 01:53:33,2026-05-08 01:53:33
1636,1636,Arif Cahyono,3302032208811636,LAKI_LAKI,1981-08-22,244,2026-05-08 01:53:33,2026-05-08 01:53:33
1637,1637,Bayu Setiawan,3302030202031637,LAKI_LAKI,2003-02-02,72,2026-05-08 01:53:33,2026-05-08 01:53:33
1638,1638,Teguh Wibowo,3302030507851638,LAKI_LAKI,1985-07-05,243,2026-05-08 01:53:33,2026-05-08 01:53:33
1639,1639,Dwi Nugroho,3302033101871639,LAKI_LAKI,1987-01-31,106,2026-05-08 01:53:33,2026-05-08 01:53:33
1640,1640,Bayu Maulana,3302032108701640,LAKI_LAKI,1970-08-21,78,2026-05-08 01:53:33,2026-05-08 01:53:33
1641,1641,Ahmad Saputra,3302030211031641,LAKI_LAKI,2003-11-02,188,2026-05-08 01:53:33,2026-05-08 01:53:33
1642,1642,Joko Susanto,3302030704071642,LAKI_LAKI,2007-04-07,95,2026-05-08 01:53:33,2026-05-08 01:53:33
1643,1643,Dimas Handayani,3302030408191643,LAKI_LAKI,2019-08-04,61,2026-05-08 01:53:33,2026-05-08 01:53:33
1644,1644,Bagus Cahyono,3302032504121644,LAKI_LAKI,2012-04-25,235,2026-05-08 01:53:33,2026-05-08 01:53:33
1645,1645,Agus Hidayat,3302033011101645,LAKI_LAKI,2010-11-30,144,2026-05-08 01:53:33,2026-05-08 01:53:33
1646,1646,Lestari Utami,3302036608111646,PEREMPUAN,2011-08-26,246,2026-05-08 01:53:33,2026-05-08 01:53:33
1647,1647,Putri Susanto,3302034306201647,PEREMPUAN,2020-06-03,89,2026-05-08 01:53:33,2026-05-08 01:53:33
1648,1648,Rahayu Santoso,3302036011831648,PEREMPUAN,1983-11-20,138,2026-05-08 01:53:33,2026-05-08 01:53:33
1649,1649,Prasetyo Wijaya,3302030402781649,LAKI_LAKI,1978-02-04,152,2026-05-08 01:53:33,2026-05-08 01:53:33
1650,1650,Bagus Santoso,3302030503791650,LAKI_LAKI,1979-03-05,195,2026-05-08 01:53:33,2026-05-08 01:53:33
1651,1651,Eko Susanto,3302030706091651,LAKI_LAKI,2009-06-07,99,2026-05-08 01:53:33,2026-05-08 01:53:33
1652,1652,Rizky Setiawan,3302030601111652,LAKI_LAKI,2011-01-06,168,2026-05-08 01:53:33,2026-05-08 01:53:33
1653,1653,Andi Hidayat,3302032308201653,LAKI_LAKI,2020-08-23,62,2026-05-08 01:53:33,2026-05-08 01:53:33
1654,1654,Anisa Nugroho,3302036304861654,PEREMPUAN,1986-04-23,202,2026-05-08 01:53:33,2026-05-08 01:53:33
1655,1655,Agus Wibowo,3302031612061655,LAKI_LAKI,2006-12-16,242,2026-05-08 01:53:33,2026-05-08 01:53:33
1656,1656,Rahayu Saputra,3302034205991656,PEREMPUAN,1999-05-02,218,2026-05-08 01:53:33,2026-05-08 01:53:33
1657,1657,Tri Permadi,3302035403911657,PEREMPUAN,1991-03-14,91,2026-05-08 01:53:33,2026-05-08 01:53:33
1658,1658,Yoga Handayani,3302031012841658,LAKI_LAKI,1984-12-10,234,2026-05-08 01:53:33,2026-05-08 01:53:33
1659,1659,Teguh Setiawan,3302032610211659,LAKI_LAKI,2021-10-26,136,2026-05-08 01:53:33,2026-05-08 01:53:33
1660,1660,Ratna Wibowo,3302034712931660,PEREMPUAN,1993-12-07,180,2026-05-08 01:53:33,2026-05-08 01:53:33
1661,1661,Ayu Hidayat,3302036803141661,PEREMPUAN,2014-03-28,155,2026-05-08 01:53:33,2026-05-08 01:53:33
1662,1662,Siti Ramadhan,3302034403921662,PEREMPUAN,1992-03-04,140,2026-05-08 01:53:33,2026-05-08 01:53:33
1663,1663,Rahayu Susanto,3302035110921663,PEREMPUAN,1992-10-11,211,2026-05-08 01:53:33,2026-05-08 01:53:33
1664,1664,Dimas Maulana,3302031103861664,LAKI_LAKI,1986-03-11,204,2026-05-08 01:53:33,2026-05-08 01:53:33
1665,1665,Anisa Ramadhan,3302037003701665,PEREMPUAN,1970-03-30,99,2026-05-08 01:53:33,2026-05-08 01:53:33
1666,1666,Anisa Santoso,3302034804761666,PEREMPUAN,1976-04-08,139,2026-05-08 01:53:33,2026-05-08 01:53:33
1667,1667,Dimas Cahyono,3302031806231667,LAKI_LAKI,2023-06-18,182,2026-05-08 01:53:33,2026-05-08 01:53:33
1668,1668,Rangga Lestari,3302032203891668,LAKI_LAKI,1989-03-22,90,2026-05-08 01:53:33,2026-05-08 01:53:33
1669,1669,Fajar Prasetyo,3302032109811669,LAKI_LAKI,1981-09-21,227,2026-05-08 01:53:33,2026-05-08 01:53:33
1670,1670,Arif Purnomo,3302030102821670,LAKI_LAKI,1982-02-01,241,2026-05-08 01:53:33,2026-05-08 01:53:33
1671,1671,Rizky Hidayat,3302030103191671,LAKI_LAKI,2019-03-01,64,2026-05-08 01:53:33,2026-05-08 01:53:33
1672,1672,Teguh Susanto,3302032010931672,LAKI_LAKI,1993-10-20,210,2026-05-08 01:53:33,2026-05-08 01:53:33
1673,1673,Ningsih Cahyono,3302035207161673,PEREMPUAN,2016-07-12,200,2026-05-08 01:53:33,2026-05-08 01:53:33
1674,1674,Nur Handayani,3302034405011674,PEREMPUAN,2001-05-04,225,2026-05-08 01:53:33,2026-05-08 01:53:33
1675,1675,Ayu Permadi,3302036607861675,PEREMPUAN,1986-07-26,155,2026-05-08 01:53:33,2026-05-08 01:53:33
1676,1676,Rizky Prasetyo,3302031808731676,LAKI_LAKI,1973-08-18,126,2026-05-08 01:53:33,2026-05-08 01:53:33
1677,1677,Maya Saputra,3302035403911677,PEREMPUAN,1991-03-14,201,2026-05-08 01:53:33,2026-05-08 01:53:33
1678,1678,Retno Saputra,3302036810791678,PEREMPUAN,1979-10-28,143,2026-05-08 01:53:33,2026-05-08 01:53:33
1679,1679,Andi Saputra,3302030411881679,LAKI_LAKI,1988-11-04,60,2026-05-08 01:53:33,2026-05-08 01:53:33
1680,1680,Agus Ramadhan,3302031310211680,LAKI_LAKI,2021-10-13,246,2026-05-08 01:53:33,2026-05-08 01:53:33
1681,1681,Sri Wati,3302036702721681,PEREMPUAN,1972-02-27,105,2026-05-08 01:53:33,2026-05-08 01:53:33
1682,1682,Ningsih Setiawan,3302035311941682,PEREMPUAN,1994-11-13,69,2026-05-08 01:53:33,2026-05-08 01:53:33
1683,1683,Andi Suryanto,3302031006701683,LAKI_LAKI,1970-06-10,175,2026-05-08 01:53:33,2026-05-08 01:53:33
1684,1684,Andi Susanto,3302031611881684,LAKI_LAKI,1988-11-16,78,2026-05-08 01:53:33,2026-05-08 01:53:33
1685,1685,Bagus Santoso,3302031001831685,LAKI_LAKI,1983-01-10,217,2026-05-08 01:53:33,2026-05-08 01:53:33
1686,1686,Eko Setiawan,3302031408831686,LAKI_LAKI,1983-08-14,95,2026-05-08 01:53:33,2026-05-08 01:53:33
1687,1687,Wahyu Wijaya,3302032004111687,LAKI_LAKI,2011-04-20,247,2026-05-08 01:53:33,2026-05-08 01:53:33
1688,1688,Eko Maulana,3302032010741688,LAKI_LAKI,1974-10-20,245,2026-05-08 01:53:33,2026-05-08 01:53:33
