id_user;email;password;no_hp;status_verifikasi;nama;nik;jenis_kelamin;tanggal_lahir;id_lokasi;id_pendidikan;id_pekerjaan;id_pendapatan;jumlah_tanggungan;created_at;updated_at
1091;r.a..rachel.hassanah,.m.farm8@gmail.com;123456;86666704888;1;R.A. Rachel Hassanah, M.Farm;8123297571937360;Laki-laki;2007-01-25;11;1;9;2;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1092;dariati.wahyudin495@gmail.com;123456;81998066758;1;Dariati Wahyudin;5727612160367160;Laki-laki;1997-06-17;3;6;3;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1093;ami.nababan,.s.farm165@gmail.com;123456;83601204325;1;Ami Nababan, S.Farm;9284070418948580;Perempuan;2004-05-23;1;3;6;1;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1094;carla.nababan520@gmail.com;123456;83214710506;1;Carla Nababan;9360907057034700;Laki-laki;1985-03-14;6;3;9;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1095;kayun.wijayanti458@gmail.com;123456;80754600620;1;Kayun Wijayanti;4220923809445490;Perempuan;2000-04-27;3;10;1;1;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1096;balamantri.wacana,.s.h.134@gmail.com;123456;80170108850;1;Balamantri Wacana, S.H.;6003406688400030;Laki-laki;2003-12-21;13;8;10;2;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1097;sutan.estiono.mandala,.m.ak975@gmail.com;123456;81619784606;1;Sutan Estiono Mandala, M.Ak;5029559078834740;Perempuan;1996-10-02;15;2;10;2;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1098;azalea.wahyuni579@gmail.com;123456;83045743088;1;Azalea Wahyuni;4711207324846310;Perempuan;2004-03-31;10;6;10;3;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1099;drg..kunthara.wibisono,.s.gz545@gmail.com;123456;82542749968;1;drg. Kunthara Wibisono, S.Gz;1634607286544770;Laki-laki;1980-06-16;7;5;9;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1100;fitria.palastri694@gmail.com;123456;84527361207;1;Fitria Palastri;4419439223031840;Laki-laki;1982-09-16;5;1;2;2;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1101;jaya.nashiruddin,.s.psi95@gmail.com;123456;83626394475;1;Jaya Nashiruddin, S.Psi;4814223778928900;Laki-laki;1983-07-09;6;5;10;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1102;irfan.hartati490@gmail.com;123456;86186528735;1;Irfan Hartati;8061924696258910;Perempuan;1989-12-16;4;6;4;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1103;cornelia.melani384@gmail.com;123456;87512048296;1;Cornelia Melani;7228162348131070;Perempuan;2003-06-29;5;7;5;1;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1104;r.a..mutia.purnawati548@gmail.com;123456;86831208024;1;R.A. Mutia Purnawati;4751085479681810;Perempuan;2007-06-22;10;1;7;2;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1105;h..rosman.gunarto80@gmail.com;123456;88205193190;1;H. Rosman Gunarto;0971919649896115;Perempuan;1993-07-17;15;2;5;3;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1106;prayoga.mansur145@gmail.com;123456;83867687481;1;Prayoga Mansur;9622220481754730;Perempuan;2002-01-03;9;6;10;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1107;dr..gantar.lailasari,.m.farm468@gmail.com;123456;89662747550;1;Dr. Gantar Lailasari, M.Farm;3448682403605670;Perempuan;1994-12-05;6;1;5;1;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1108;h..surya.prastuti999@gmail.com;123456;82940135463;1;H. Surya Prastuti;7843693930105110;Laki-laki;2002-04-18;5;5;2;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1109;drg..janet.wibowo876@gmail.com;123456;82503763338;1;drg. Janet Wibowo;6447504899738480;Laki-laki;1981-10-21;12;6;3;2;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1110;amelia.dabukke175@gmail.com;123456;89978478068;1;Amelia Dabukke;7885612684826460;Laki-laki;1993-06-27;15;10;10;1;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1111;bahuwarna.sitompul840@gmail.com;123456;82524020501;1;Bahuwarna Sitompul;1538263729832120;Laki-laki;2003-10-11;3;7;3;1;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1112;eka.zulkarnain524@gmail.com;123456;83072805444;1;Eka Zulkarnain;5699812527648800;Laki-laki;1989-11-30;14;4;1;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1113;h..usman.utami289@gmail.com;123456;80626801061;1;H. Usman Utami;2957605949944420;Perempuan;1987-04-09;13;8;7;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1114;kartika.pratiwi,.m.kom.306@gmail.com;123456;83828568627;1;Kartika Pratiwi, M.Kom.;7103232857161900;Perempuan;2001-10-06;12;2;5;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1115;tiara.sitompul345@gmail.com;123456;87003017047;1;Tiara Sitompul;3972841994297220;Perempuan;1995-07-24;14;10;8;1;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1116;tgk..rachel.mandasari,.m.ak598@gmail.com;123456;82434110279;1;Tgk. Rachel Mandasari, M.Ak;5241312958587940;Laki-laki;1976-08-04;2;7;6;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1117;jasmin.lazuardi,.s.pd768@gmail.com;123456;87538622232;1;Jasmin Lazuardi, S.Pd;5003318854328750;Laki-laki;2003-08-01;8;10;6;1;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1118;arta.nashiruddin385@gmail.com;123456;84096247997;1;Arta Nashiruddin;9606649062746110;Perempuan;1998-01-07;1;8;10;3;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1119;hasan.widiastuti395@gmail.com;123456;88331367762;1;Hasan Widiastuti;1536599648553710;Laki-laki;1995-10-06;14;7;7;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1120;latika.mandala,.m.m.574@gmail.com;123456;89895473405;1;Latika Mandala, M.M.;3148023912301340;Perempuan;1999-03-07;2;3;7;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1121;r..aris.prakasa572@gmail.com;123456;88634347564;1;R. Aris Prakasa;1590162258178740;Perempuan;2003-09-26;1;2;3;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1122;ida.hardiansyah601@gmail.com;123456;89713970882;1;Ida Hardiansyah;9683380710142740;Perempuan;1980-04-24;10;5;3;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1123;johan.saputra820@gmail.com;123456;80788727407;1;Johan Saputra;3573637362341570;Perempuan;1984-03-01;4;9;1;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1124;drg..balijan.damanik518@gmail.com;123456;86410399870;1;drg. Balijan Damanik;9504682332693100;Perempuan;2006-02-04;7;6;10;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1125;puji.wahyudin11@gmail.com;123456;81940162984;1;Puji Wahyudin;2617612384648540;Perempuan;2001-04-11;14;4;1;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1126;ian.wasita569@gmail.com;123456;80718318676;1;Ian Wasita;5179251073244200;Perempuan;1993-08-21;2;7;6;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1127;ir..talia.wahyuni,.s.sos141@gmail.com;123456;85997838667;1;Ir. Talia Wahyuni, S.Sos;5889552718873480;Perempuan;1985-12-17;7;2;4;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1128;drg..queen.zulkarnain352@gmail.com;123456;86078088657;1;drg. Queen Zulkarnain;7512697395189520;Perempuan;1988-12-04;8;1;7;2;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1129;tgk..pangeran.novitasari,.m.ak688@gmail.com;123456;82055940199;1;Tgk. Pangeran Novitasari, M.Ak;9755917548421060;Perempuan;2004-03-24;13;5;9;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1130;drs..jarwadi.uyainah431@gmail.com;123456;84416048428;1;Drs. Jarwadi Uyainah;1443346025573990;Perempuan;2005-02-17;8;4;1;2;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1131;cinthia.pradana547@gmail.com;123456;81839151843;1;Cinthia Pradana;9786553873864700;Perempuan;1984-08-14;10;1;1;2;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1132;drs..gina.dongoran,.m.kom.264@gmail.com;123456;83976728725;1;Drs. Gina Dongoran, M.Kom.;9522535451202950;Perempuan;2007-09-07;13;3;6;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1133;taswir.pradipta89@gmail.com;123456;89507680262;1;Taswir Pradipta;8346806715769350;Laki-laki;1982-05-16;7;3;9;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1134;r.m..bajragin.damanik916@gmail.com;123456;82936584242;1;R.M. Bajragin Damanik;6155417668871720;Laki-laki;1983-03-07;1;8;2;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1135;hamima.mulyani565@gmail.com;123456;83281850448;1;Hamima Mulyani;4597856780199340;Laki-laki;1979-01-11;9;10;3;1;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1136;t..koko.sihombing215@gmail.com;123456;84344562561;1;T. Koko Sihombing;3741454960734740;Laki-laki;1982-09-26;13;5;9;3;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1137;rahmi.nasyidah,.s.i.kom143@gmail.com;123456;87695015971;1;Rahmi Nasyidah, S.I.Kom;1742280424960490;Perempuan;1981-06-01;1;10;9;1;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1138;wisnu.farida70@gmail.com;123456;88247145426;1;Wisnu Farida;7836875268174340;Laki-laki;2000-03-26;6;8;9;3;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1139;kiandra.permadi197@gmail.com;123456;85068997943;1;Kiandra Permadi;6731956547471820;Perempuan;1987-02-01;4;9;6;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1140;taufik.permata574@gmail.com;123456;87764091161;1;Taufik Permata;5277192568781260;Perempuan;1981-01-07;2;9;6;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1141;sarah.iswahyudi,.s.ked285@gmail.com;123456;80515592208;1;Sarah Iswahyudi, S.Ked;3229541680957930;Perempuan;1997-01-29;14;9;10;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1142;hj..ami.waluyo,.s.farm95@gmail.com;123456;81770484539;1;Hj. Ami Waluyo, S.Farm;2406891013457640;Laki-laki;1980-02-10;11;4;7;1;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1143;titi.wulandari208@gmail.com;123456;82820479172;1;Titi Wulandari;2830828456492630;Perempuan;1995-10-29;1;4;2;1;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1144;r..ratih.salahudin398@gmail.com;123456;84749953307;1;R. Ratih Salahudin;5369918371034080;Laki-laki;1981-04-15;12;1;1;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1145;aurora.saptono304@gmail.com;123456;84012618697;1;Aurora Saptono;8130034534981040;Laki-laki;1987-09-18;15;5;3;1;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1146;ajeng.haryanto355@gmail.com;123456;82284860415;1;Ajeng Haryanto;0269678405221172;Laki-laki;1986-12-22;10;6;6;2;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1147;vanya.kusumo,.s.psi175@gmail.com;123456;85751751819;1;Vanya Kusumo, S.Psi;9071586188518440;Laki-laki;2005-03-08;1;6;1;2;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1148;galuh.kuswoyo730@gmail.com;123456;81762622973;1;Galuh Kuswoyo;7123195520999840;Laki-laki;1990-12-06;5;4;10;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1149;emas.zulaika159@gmail.com;123456;88535195682;1;Emas Zulaika;4216583089541580;Perempuan;1995-02-16;3;4;8;2;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1150;tgk..lintang.wacana,.s.pd61@gmail.com;123456;86424656442;1;Tgk. Lintang Wacana, S.Pd;7073586953974750;Laki-laki;1988-03-22;1;8;3;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1151;bakianto.mangunsong748@gmail.com;123456;80284101045;1;Bakianto Mangunsong;5181596022341670;Perempuan;1990-03-03;8;6;3;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1152;patricia.rahayu,.m.farm575@gmail.com;123456;82506014032;1;Patricia Rahayu, M.Farm;6034818926097350;Perempuan;1985-11-10;12;7;1;3;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1153;puspa.lazuardi193@gmail.com;123456;81888280284;1;Puspa Lazuardi;7437284425654560;Perempuan;2006-11-01;13;7;6;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1154;karma.gunawan239@gmail.com;123456;86096723285;1;Karma Gunawan;8595721693622470;Perempuan;2005-01-27;2;9;9;2;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1155;zamira.ardianto822@gmail.com;123456;80795134227;1;Zamira Ardianto;1284574993865100;Perempuan;1977-05-23;10;2;3;2;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1156;dodo.agustina934@gmail.com;123456;86295646273;1;Dodo Agustina;9781707282534440;Perempuan;1993-10-01;13;10;5;2;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1157;oliva.hutasoit,.s.kom278@gmail.com;123456;87007044179;1;Oliva Hutasoit, S.Kom;0490761471563719;Laki-laki;1989-12-26;12;5;5;3;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1158;panca.budiman590@gmail.com;123456;88583765684;1;Panca Budiman;8327394596794010;Perempuan;1978-01-18;4;10;3;2;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1159;fitriani.siregar816@gmail.com;123456;84845147122;1;Fitriani Siregar;0093902206841701;Laki-laki;1999-06-25;3;8;10;3;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1160;prima.rajata,.s.pt106@gmail.com;123456;84290871617;1;Prima Rajata, S.Pt;9625194391807390;Perempuan;2007-11-30;4;10;2;2;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1161;gaduh.suwarno432@gmail.com;123456;82430289590;1;Gaduh Suwarno;2639373619206930;Perempuan;2007-09-12;3;1;7;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1162;utama.kuswandari416@gmail.com;123456;89202626664;1;Utama Kuswandari;5221979463829030;Perempuan;2005-03-16;2;4;7;2;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1163;wani.zulaika304@gmail.com;123456;83811149334;1;Wani Zulaika;3963558207365860;Perempuan;1977-01-15;11;3;6;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1164;kenes.rahmawati896@gmail.com;123456;83303160089;1;Kenes Rahmawati;8490545528182880;Laki-laki;1982-08-21;11;1;2;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1165;labuh.laksita705@gmail.com;123456;81127360169;1;Labuh Laksita;7281628475902620;Perempuan;1990-08-07;2;10;9;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1166;emin.sihombing793@gmail.com;123456;88692473696;1;Emin Sihombing;8888549275058610;Laki-laki;2002-12-12;15;9;1;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1167;cahya.susanti17@gmail.com;123456;81283081703;1;Cahya Susanti;9295848569790750;Perempuan;1987-06-07;15;3;2;1;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1168;maimunah.sihombing986@gmail.com;123456;84425167583;1;Maimunah Sihombing;1486872975838120;Perempuan;1992-07-06;14;5;7;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1169;tgk..gara.permata,.s.ip508@gmail.com;123456;87873485009;1;Tgk. Gara Permata, S.IP;6839572120387540;Perempuan;2007-09-24;3;3;4;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1170;garang.kusumo278@gmail.com;123456;88954294865;1;Garang Kusumo;8932517682280230;Laki-laki;1995-10-30;5;3;8;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1171;rangga.mardhiyah579@gmail.com;123456;85550636165;1;Rangga Mardhiyah;8941250139127800;Perempuan;1989-04-19;11;8;9;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1172;nadine.hassanah927@gmail.com;123456;89981504094;1;Nadine Hassanah;5391372476298220;Laki-laki;2002-09-29;12;4;3;1;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1173;darmanto.budiman847@gmail.com;123456;85879868447;1;Darmanto Budiman;4610908255245380;Laki-laki;2000-09-30;8;8;8;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1174;ir..wasis.laksita,.s.i.kom193@gmail.com;123456;88721226118;1;Ir. Wasis Laksita, S.I.Kom;4414360965810950;Laki-laki;2001-02-02;1;4;7;1;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1175;asmadi.napitupulu597@gmail.com;123456;88755528076;1;Asmadi Napitupulu;4968726737037720;Laki-laki;1984-06-19;9;6;4;1;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1176;nyana.waluyo154@gmail.com;123456;89930466527;1;Nyana Waluyo;4460957249883770;Laki-laki;1982-03-16;13;10;3;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1177;r..julia.wijaya730@gmail.com;123456;85719360224;1;R. Julia Wijaya;4419583756440460;Laki-laki;1996-11-16;14;3;1;1;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1178;jelita.widodo24@gmail.com;123456;87025440104;1;Jelita Widodo;5187753066860760;Laki-laki;1989-03-21;12;8;3;2;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1179;diana.hassanah496@gmail.com;123456;88829694712;1;Diana Hassanah;5893451312929390;Laki-laki;2001-03-01;11;8;8;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1180;labuh.nababan257@gmail.com;123456;89717754060;1;Labuh Nababan;7552446615949950;Laki-laki;1996-09-21;5;7;7;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1181;r..restu.fujiati853@gmail.com;123456;86478747173;1;R. Restu Fujiati;4629017399313580;Perempuan;1994-07-14;8;4;6;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1182;rachel.saragih993@gmail.com;123456;85004525882;1;Rachel Saragih;7790606666627390;Perempuan;2005-06-27;6;7;5;2;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1183;arta.suartini,.s.pt598@gmail.com;123456;83683920621;1;Arta Suartini, S.Pt;9706305898803910;Laki-laki;1999-07-31;11;6;4;3;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1184;zamira.wacana767@gmail.com;123456;86624946183;1;Zamira Wacana;7346325700156660;Perempuan;1985-03-25;5;9;3;2;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1185;dr..adhiarja.prasasta,.s.ked673@gmail.com;123456;81278215184;1;Dr. Adhiarja Prasasta, S.Ked;1278234679516370;Laki-laki;2000-02-19;7;2;8;2;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1186;dt..damar.andriani345@gmail.com;123456;85123863409;1;Dt. Damar Andriani;4067581973185440;Perempuan;1997-09-27;6;10;7;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1187;bahuwirya.maulana421@gmail.com;123456;85372230682;1;Bahuwirya Maulana;7915365053789770;Laki-laki;1999-03-30;2;1;6;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1188;h..hasim.yuniar2@gmail.com;123456;85688449245;1;H. Hasim Yuniar;4879387272234260;Laki-laki;1999-05-01;4;8;10;1;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1189;drs..cinta.lestari,.s.ked942@gmail.com;123456;88560022562;1;Drs. Cinta Lestari, S.Ked;9091236214686450;Perempuan;1989-07-31;10;8;8;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1190;oni.farida17@gmail.com;123456;85795607473;1;Oni Farida;3665585569842760;Perempuan;1977-02-08;5;5;10;2;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1191;ir..estiono.nugroho,.s.pd249@gmail.com;123456;88332424115;1;Ir. Estiono Nugroho, S.Pd;5438790555348590;Perempuan;1988-10-15;3;10;1;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1192;hardi.yuliarti332@gmail.com;123456;85331233070;1;Hardi Yuliarti;2314874912997730;Laki-laki;1981-10-04;15;4;6;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1193;zalindra.oktaviani,.s.e.956@gmail.com;123456;89555911759;1;Zalindra Oktaviani, S.E.;5573465779492540;Perempuan;1981-02-05;11;9;4;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1194;h..anom.halim28@gmail.com;123456;85695330806;1;H. Anom Halim;2307616997009680;Perempuan;1994-11-12;3;7;6;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1195;ayu.agustina354@gmail.com;123456;82233034042;1;Ayu Agustina;5777183087840550;Laki-laki;1977-08-11;6;6;4;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1196;zahra.lestari374@gmail.com;123456;81364426377;1;Zahra Lestari;9378441753557820;Laki-laki;1988-05-23;9;6;4;2;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1197;alika.sihombing115@gmail.com;123456;82953212841;1;Alika Sihombing;0932429287794154;Laki-laki;2000-12-31;11;7;1;2;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1198;drg..iriana.tarihoran,.s.ked381@gmail.com;123456;89337773109;1;drg. Iriana Tarihoran, S.Ked;7649192168565070;Perempuan;1976-06-01;13;6;9;2;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1199;ophelia.yuniar351@gmail.com;123456;84234151902;1;Ophelia Yuniar;3779324064613330;Laki-laki;1982-04-19;4;5;1;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1200;gina.namaga680@gmail.com;123456;86008339516;1;Gina Namaga;0856936324368899;Perempuan;2007-05-15;4;7;4;3;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1201;dt..opan.mardhiyah,.s.psi300@gmail.com;123456;84833574523;1;Dt. Opan Mardhiyah, S.Psi;7786268684760000;Perempuan;1992-12-01;10;9;1;2;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1202;gawati.thamrin,.s.pd508@gmail.com;123456;86810514554;1;Gawati Thamrin, S.Pd;0895134552085311;Perempuan;2005-01-13;2;6;1;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1203;lukman.widiastuti334@gmail.com;123456;82493213414;1;Lukman Widiastuti;5371783475320050;Perempuan;2000-11-01;13;8;2;2;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1204;anastasia.firgantoro92@gmail.com;123456;87704819829;1;Anastasia Firgantoro;2040273423671940;Laki-laki;1997-09-13;12;6;5;1;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1205;murti.suwarno856@gmail.com;123456;82740544015;1;Murti Suwarno;1233188608263270;Laki-laki;1980-03-11;13;3;7;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1206;jail.uwais361@gmail.com;123456;81133519782;1;Jail Uwais;2163853986783390;Laki-laki;1980-12-24;1;9;5;3;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1207;kenari.waskita714@gmail.com;123456;80103206625;1;Kenari Waskita;1714428147446980;Laki-laki;1986-01-11;10;5;7;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1208;leo.kusmawati771@gmail.com;123456;82692610438;1;Leo Kusmawati;1878428906268620;Perempuan;1997-12-06;4;2;7;1;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1209;suci.pratama896@gmail.com;123456;81402026216;1;Suci Pratama;7680032814588260;Laki-laki;1980-02-29;15;10;6;1;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1210;r..nurul.nugroho363@gmail.com;123456;82885504203;1;R. Nurul Nugroho;8034582303949120;Laki-laki;1999-05-14;8;9;10;1;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1211;zulfa.zulaika108@gmail.com;123456;86568890720;1;Zulfa Zulaika;4050346590165090;Perempuan;1999-12-25;6;3;7;3;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1212;calista.wasita956@gmail.com;123456;83925758910;1;Calista Wasita;9415902106690090;Perempuan;2005-11-28;7;3;7;1;3;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1213;dr..hadi.haryanto,.m.kom.648@gmail.com;123456;81622884555;1;Dr. Hadi Haryanto, M.Kom.;1245891721469300;Laki-laki;1995-09-28;11;4;9;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1214;betania.ardianto,.s.ked790@gmail.com;123456;88265436404;1;Betania Ardianto, S.Ked;6819724554396630;Perempuan;1981-12-24;9;4;9;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1215;hani.rahmawati14@gmail.com;123456;88440571708;1;Hani Rahmawati;7797012834400310;Laki-laki;2006-05-06;11;4;4;2;1;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1216;dina.najmudin870@gmail.com;123456;89119050327;1;Dina Najmudin;3923299104617250;Laki-laki;2003-12-03;1;6;2;3;5;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1217;marwata.hutagalung30@gmail.com;123456;85570884486;1;Marwata Hutagalung;1425072116078970;Perempuan;1987-01-11;2;1;7;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1218;r..silvia.wahyuni23@gmail.com;123456;81593440304;1;R. Silvia Wahyuni;4114698477193500;Perempuan;1982-03-14;15;9;10;3;0;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1219;enteng.sitorus,.s.farm836@gmail.com;123456;87809390271;1;Enteng Sitorus, S.Farm;2833342994948710;Perempuan;2005-05-15;1;7;7;3;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1220;shakila.riyanti927@gmail.com;123456;89654810190;1;Shakila Riyanti;4800160112209660;Perempuan;1993-09-07;1;4;6;2;4;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
1221;kania.yulianti367@gmail.com;123456;89400076738;1;Kania Yulianti;7778598042263690;Perempuan;1979-11-01;2;5;8;2;2;2026-05-20 08:22:18.440478;2026-05-20 08:22:18.440478
